Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality
qc | fastqc-novaseq | Plate_2_G5_22NG7YLT3_S303_L008_R1_001	Plate_2_G5_22NG7YLT3_S303_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	278944.0	0.0	151.0	61.0	23.97434610531146	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_G5_22NG7YLT3_S303_L008_R2_001	Plate_2_G5_22NG7YLT3_S303_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	278944.0	0.0	151.0	60.0	30.885052196856716	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_G6_22NG7YLT3_S375_L008_R1_001	Plate_2_G6_22NG7YLT3_S375_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	499900.0	0.0	151.0	58.0	20.059296463489716	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_G6_22NG7YLT3_S375_L008_R2_001	Plate_2_G6_22NG7YLT3_S375_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	499900.0	0.0	151.0	58.0	20.557672707227866	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_G7_22NG7YLT3_S447_L008_R1_001	Plate_2_G7_22NG7YLT3_S447_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144289.0	0.0	151.0	58.0	31.865908004075155	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_G7_22NG7YLT3_S447_L008_R2_001	Plate_2_G7_22NG7YLT3_S447_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	144289.0	0.0	151.0	59.0	40.075127002058366	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_G8_22NG7YLT3_S514_L008_R1_001	Plate_2_G8_22NG7YLT3_S514_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	157424.0	0.0	151.0	57.0	31.929693058237625	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_G8_22NG7YLT3_S514_L008_R2_001	Plate_2_G8_22NG7YLT3_S514_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	157424.0	0.0	151.0	58.0	38.21272487041366	151.0	pass	warn	pass	fail	warn	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_G9_22NG7YLT3_S578_L008_R1_001	Plate_2_G9_22NG7YLT3_S578_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	203133.0	0.0	151.0	60.0	28.749636937376007	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_G9_22NG7YLT3_S578_L008_R2_001	Plate_2_G9_22NG7YLT3_S578_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	203133.0	0.0	151.0	59.0	33.05519044173029	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H10_22NG7YLT3_S643_L008_R1_001	Plate_2_H10_22NG7YLT3_S643_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	444834.0	0.0	151.0	58.0	21.026045670969395	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H10_22NG7YLT3_S643_L008_R2_001	Plate_2_H10_22NG7YLT3_S643_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	444834.0	0.0	151.0	58.0	22.868764978303982	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H11_22NG7YLT3_S707_L008_R1_001	Plate_2_H11_22NG7YLT3_S707_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	744525.0	0.0	151.0	55.0	18.296443216316394	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H11_22NG7YLT3_S707_L008_R2_001	Plate_2_H11_22NG7YLT3_S707_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	744525.0	0.0	151.0	57.0	18.81355232387736	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H12_22NG7YLT3_S771_L008_R1_001	Plate_2_H12_22NG7YLT3_S771_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	610230.0	0.0	151.0	55.0	20.317903340156523	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H12_22NG7YLT3_S771_L008_R2_001	Plate_2_H12_22NG7YLT3_S771_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	610230.0	0.0	151.0	57.0	19.954849094955744	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H1_22NG7YLT3_S16_L008_R1_001	Plate_2_H1_22NG7YLT3_S16_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	498304.0	0.0	151.0	57.0	20.229246155385276	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H1_22NG7YLT3_S16_L008_R2_001	Plate_2_H1_22NG7YLT3_S16_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	498304.0	0.0	151.0	58.0	20.60680759497008	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H2_22NG7YLT3_S88_L008_R1_001	Plate_2_H2_22NG7YLT3_S88_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	207024.0	0.0	151.0	57.0	28.976833603833374	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H2_22NG7YLT3_S88_L008_R2_001	Plate_2_H2_22NG7YLT3_S88_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	207024.0	0.0	151.0	59.0	34.40035937862277	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H3_22NG7YLT3_S160_L008_R1_001	Plate_2_H3_22NG7YLT3_S160_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	380544.0	0.0	151.0	54.0	27.00980351815292	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H3_22NG7YLT3_S160_L008_R2_001	Plate_2_H3_22NG7YLT3_S160_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	380544.0	0.0	151.0	56.0	36.76330450716404	151.0	pass	warn	pass	fail	warn	pass	pass	fail	fail	fail	pass
qc | fastqc-novaseq | Plate_2_H4_22NG7YLT3_S232_L008_R1_001	Plate_2_H4_22NG7YLT3_S232_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	361347.0	0.0	151.0	58.0	22.931973975154076	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H4_22NG7YLT3_S232_L008_R2_001	Plate_2_H4_22NG7YLT3_S232_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	361347.0	0.0	151.0	59.0	25.185763269101447	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H5_22NG7YLT3_S304_L008_R1_001	Plate_2_H5_22NG7YLT3_S304_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	221737.0	0.0	151.0	61.0	27.173633629028988	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H5_22NG7YLT3_S304_L008_R2_001	Plate_2_H5_22NG7YLT3_S304_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	221737.0	0.0	151.0	61.0	34.53686123650992	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H6_22NG7YLT3_S376_L008_R1_001	Plate_2_H6_22NG7YLT3_S376_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	276594.0	0.0	151.0	60.0	25.061642696515467	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H6_22NG7YLT3_S376_L008_R2_001	Plate_2_H6_22NG7YLT3_S376_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	276594.0	0.0	151.0	59.0	28.4004714491276	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H7_22NG7YLT3_S448_L008_R1_001	Plate_2_H7_22NG7YLT3_S448_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94736.0	0.0	151.0	60.0	35.052144907954734	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H7_22NG7YLT3_S448_L008_R2_001	Plate_2_H7_22NG7YLT3_S448_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	94736.0	0.0	151.0	61.0	47.05919608174295	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H8_22NG7YLT3_S515_L008_R1_001	Plate_2_H8_22NG7YLT3_S515_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	185353.0	0.0	151.0	56.0	29.697927737883926	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H8_22NG7YLT3_S515_L008_R2_001	Plate_2_H8_22NG7YLT3_S515_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	185353.0	0.0	151.0	58.0	34.905288827264734	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_2_H9_22NG7YLT3_S579_L008_R1_001	Plate_2_H9_22NG7YLT3_S579_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	350026.0	0.0	151.0	58.0	23.471113574420187	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_2_H9_22NG7YLT3_S579_L008_R2_001	Plate_2_H9_22NG7YLT3_S579_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	350026.0	0.0	151.0	59.0	25.383257243747607	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A10_22NG7YLT3_S644_L008_R1_001	Plate_3_A10_22NG7YLT3_S644_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	308067.0	0.0	151.0	64.0	33.76973508891859	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A10_22NG7YLT3_S644_L008_R2_001	Plate_3_A10_22NG7YLT3_S644_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	308067.0	0.0	151.0	62.0	32.69947878982773	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A11_22NG7YLT3_S708_L008_R1_001	Plate_3_A11_22NG7YLT3_S708_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	405032.0	0.0	151.0	64.0	30.656627629251876	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A11_22NG7YLT3_S708_L008_R2_001	Plate_3_A11_22NG7YLT3_S708_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	405032.0	0.0	151.0	62.0	30.760753631873357	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A12_22NG7YLT3_S772_L008_R1_001	Plate_3_A12_22NG7YLT3_S772_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	443894.0	0.0	151.0	61.0	34.64383021561396	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A12_22NG7YLT3_S772_L008_R2_001	Plate_3_A12_22NG7YLT3_S772_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	443894.0	0.0	151.0	61.0	32.85110004951337	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A1_22NG7YLT3_S17_L008_R1_001	Plate_3_A1_22NG7YLT3_S17_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	522701.0	0.0	151.0	63.0	29.545500247640895	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A1_22NG7YLT3_S17_L008_R2_001	Plate_3_A1_22NG7YLT3_S17_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	522701.0	0.0	151.0	62.0	30.331498616332237	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A2_22NG7YLT3_S89_L008_R1_001	Plate_3_A2_22NG7YLT3_S89_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	183939.0	0.0	151.0	61.0	44.45114956588869	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A2_22NG7YLT3_S89_L008_R2_001	Plate_3_A2_22NG7YLT3_S89_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	183939.0	0.0	151.0	62.0	43.33882428413768	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A3_22NG7YLT3_S161_L008_R1_001	Plate_3_A3_22NG7YLT3_S161_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	373405.0	0.0	151.0	64.0	34.06819344753663	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A3_22NG7YLT3_S161_L008_R2_001	Plate_3_A3_22NG7YLT3_S161_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	373405.0	0.0	151.0	63.0	35.0518001855356	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A4_22NG7YLT3_S233_L008_R1_001	Plate_3_A4_22NG7YLT3_S233_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	364476.0	0.0	151.0	63.0	35.42254585916559	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A4_22NG7YLT3_S233_L008_R2_001	Plate_3_A4_22NG7YLT3_S233_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	364476.0	0.0	151.0	62.0	29.30866025822269	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A5_22NG7YLT3_S305_L008_R1_001	Plate_3_A5_22NG7YLT3_S305_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	355685.0	0.0	151.0	58.0	41.967339950060165	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A5_22NG7YLT3_S305_L008_R2_001	Plate_3_A5_22NG7YLT3_S305_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	355685.0	0.0	151.0	61.0	41.92295084149062	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_A6_22NG7YLT3_S377_L008_R1_001	Plate_3_A6_22NG7YLT3_S377_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	394849.0	0.0	151.0	63.0	37.55750834810919	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A6_22NG7YLT3_S377_L008_R2_001	Plate_3_A6_22NG7YLT3_S377_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	394849.0	0.0	151.0	62.0	35.720268241627195	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A7_22NG7YLT3_S449_L008_R1_001	Plate_3_A7_22NG7YLT3_S449_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126930.0	0.0	151.0	60.0	51.28417237847632	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A7_22NG7YLT3_S449_L008_R2_001	Plate_3_A7_22NG7YLT3_S449_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126930.0	0.0	151.0	62.0	47.01331442527377	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A8_22NG7YLT3_S516_L008_R1_001	Plate_3_A8_22NG7YLT3_S516_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	182574.0	0.0	151.0	60.0	36.59502448322324	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A8_22NG7YLT3_S516_L008_R2_001	Plate_3_A8_22NG7YLT3_S516_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	182574.0	0.0	151.0	61.0	36.946662723060236	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A9_22NG7YLT3_S580_L008_R1_001	Plate_3_A9_22NG7YLT3_S580_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	335128.0	0.0	151.0	65.0	30.62348893843569	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_A9_22NG7YLT3_S580_L008_R2_001	Plate_3_A9_22NG7YLT3_S580_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	335128.0	0.0	151.0	63.0	29.911641012449223	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B10_22NG7YLT3_S645_L008_R1_001	Plate_3_B10_22NG7YLT3_S645_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	387773.0	0.0	151.0	62.0	37.47318521323491	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B10_22NG7YLT3_S645_L008_R2_001	Plate_3_B10_22NG7YLT3_S645_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	387773.0	0.0	151.0	60.0	34.60220108164874	151.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B11_22NG7YLT3_S709_L008_R1_001	Plate_3_B11_22NG7YLT3_S709_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	680786.0	0.0	151.0	62.0	29.180900144406895	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B11_22NG7YLT3_S709_L008_R2_001	Plate_3_B11_22NG7YLT3_S709_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	680786.0	0.0	151.0	59.0	34.425613223194794	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B12_22NG7YLT3_S773_L008_R1_001	Plate_3_B12_22NG7YLT3_S773_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	933946.0	0.0	151.0	61.0	30.50905123291271	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B12_22NG7YLT3_S773_L008_R2_001	Plate_3_B12_22NG7YLT3_S773_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	933946.0	0.0	151.0	59.0	22.69372422563985	151.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B1_22NG7YLT3_S18_L008_R1_001	Plate_3_B1_22NG7YLT3_S18_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	859922.0	0.0	151.0	61.0	33.77915117590133	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B1_22NG7YLT3_S18_L008_R2_001	Plate_3_B1_22NG7YLT3_S18_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	859922.0	0.0	151.0	59.0	25.682573967804874	151.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B2_22NG7YLT3_S90_L008_R1_001	Plate_3_B2_22NG7YLT3_S90_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	293025.0	0.0	151.0	60.0	37.186394482238654	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B2_22NG7YLT3_S90_L008_R2_001	Plate_3_B2_22NG7YLT3_S90_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	293025.0	0.0	151.0	59.0	35.90148802189758	151.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B3_22NG7YLT3_S162_L008_R1_001	Plate_3_B3_22NG7YLT3_S162_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10729.0	0.0	151.0	62.0	62.76447012769131	151.0	pass	warn	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B3_22NG7YLT3_S162_L008_R2_001	Plate_3_B3_22NG7YLT3_S162_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10729.0	0.0	151.0	61.0	58.16944729238512	151.0	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B4_22NG7YLT3_S234_L008_R1_001	Plate_3_B4_22NG7YLT3_S234_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	717874.0	0.0	151.0	63.0	33.04969425161861	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B4_22NG7YLT3_S234_L008_R2_001	Plate_3_B4_22NG7YLT3_S234_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	717874.0	0.0	151.0	60.0	33.28316322789702	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B5_22NG7YLT3_S306_L008_R1_001	Plate_3_B5_22NG7YLT3_S306_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469283.0	0.0	151.0	64.0	32.65601519139433	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B5_22NG7YLT3_S306_L008_R2_001	Plate_3_B5_22NG7YLT3_S306_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	469283.0	0.0	151.0	61.0	32.13779263914924	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B6_22NG7YLT3_S378_L008_R1_001	Plate_3_B6_22NG7YLT3_S378_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	618289.0	0.0	151.0	62.0	37.44487398784913	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B6_22NG7YLT3_S378_L008_R2_001	Plate_3_B6_22NG7YLT3_S378_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	618289.0	0.0	151.0	59.0	29.666255553629522	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B7_22NG7YLT3_S450_L008_R1_001	Plate_3_B7_22NG7YLT3_S450_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	229236.0	0.0	151.0	60.0	48.353466564444695	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B7_22NG7YLT3_S450_L008_R2_001	Plate_3_B7_22NG7YLT3_S450_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	229236.0	0.0	151.0	60.0	44.828943513716894	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B8_22NG7YLT3_S517_L008_R1_001	Plate_3_B8_22NG7YLT3_S517_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	257379.0	0.0	151.0	55.0	46.76234650106211	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B8_22NG7YLT3_S517_L008_R2_001	Plate_3_B8_22NG7YLT3_S517_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	257379.0	0.0	151.0	56.0	47.019616511723775	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_B9_22NG7YLT3_S581_L008_R1_001	Plate_3_B9_22NG7YLT3_S581_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	491035.0	0.0	151.0	62.0	38.31382872161444	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_B9_22NG7YLT3_S581_L008_R2_001	Plate_3_B9_22NG7YLT3_S581_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	491035.0	0.0	151.0	60.0	36.04751926748238	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_C10_22NG7YLT3_S646_L008_R1_001	Plate_3_C10_22NG7YLT3_S646_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	362866.0	0.0	151.0	63.0	33.96086992463419	151.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail	fail
qc | fastqc-novaseq | Plate_3_C10_22NG7YLT3_S646_L008_R2_001	Plate_3_C10_22NG7YLT3_S646_L008_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	362866.0	0.0	151.0	61.0	27.665425411246545	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	warn
qc | fastqc-novaseq | Plate_3_C11_22NG7YLT3_S710_L008_R1_001	Plate_3_C11_22NG7YLT3_S710_L008_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	374507.0	0.0	151.0	63.0	38.741044484487446	151.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail	fail
